id,keywords
13666,"[{'id':394,'name':'gypsy'},{'id':663,'name':'fortune teller'},{'id':1209,'name':'wales'},{'id':1366,'name':'shotgun'},{'id':1994,'name':'wolf'},{'id':4257,'name':'amulet'},{'id':4375,'name':'transformation'},{'id':4550,'name':'full moon'},{'id':9767,'name':'beautiful woman'},{'id':10842,'name':'good vs evil'},{'id':11060,'name':'trap'},{'id':11155,'name':'wolfman'},{'id':11851,'name':'man beast'},{'id':11853,'name':'cane'},{'id':11855,'name':'pentagram'},{'id':12564,'name':'werewolf'},{'id':162714,'name':'antiques shop'},{'id':228001,'name':'lycanthrope'},{'id':236836,'name':'wolf's bane'},{'id':236837,'name':'gypsy camp'}]"
69015,[]
394741,"[{'id':1786,'name':'heart attack'},{'id':3485,'name':'comedian'},{'id':5565,'name':'biography'},{'id':9672,'name':'based on a true story'},{'id':12648,'name':'bromance'},{'id':169085,'name':'double act'},{'id':173687,'name':'music hall'},{'id':197928,'name':'laurel and hardy'},{'id':208611,'name':'1950s'},{'id':214548,'name':'1930s'}]"
498743,"[{'id':5332,'name':'greed'},{'id':9454,'name':'frontier'},{'id':9503,'name':'outlaw'},{'id':9748,'name':'revenge'},{'id':12434,'name':'undertaker'},{'id':206160,'name':'irish immigrant'},{'id':232519,'name':'america'}]"
433499,[]
507220,[]
4564,"[{'id':558,'name':'city portrait'},{'id':612,'name':'hotel'},{'id':613,'name':'new year's eve'},{'id':3446,'name':'forgiveness'},{'id':3486,'name':'fashion journal'},{'id':4496,'name':'saint louis'},{'id':7024,'name':'fashion designer'},{'id':8613,'name':'malibu'},{'id':8615,'name':'loss of libido'},{'id':8617,'name':'botox'},{'id':8728,'name':'couples therapy'},{'id':12392,'name':'best friend'},{'id':15479,'name':'fashion'},{'id':168386,'name':'child wish'}]"
42251,"[{'id':1852,'name':'mutant'},{'id':6017,'name':'genetics'},{'id':9882,'name':'space'},{'id':13194,'name':'planet'}]"
25566,"[{'id':818,'name':'based on novel or book'},{'id':14512,'name':'new york city'},{'id':14514,'name':'class differences'},{'id':207592,'name':'piano'},{'id':228489,'name':'racial injustice'},{'id':236170,'name':'early 1900s'}]"
36492,"[{'id':9713,'name':'friends'},{'id':156930,'name':'sexual confusion'}]"
40578,"[{'id':182677,'name':'sea battle'}]"
411606,[]
17898,"[{'id':12564,'name':'werewolf'}]"
399361,"[{'id':1161,'name':'brazil'},{'id':2148,'name':'colombia'},{'id':2150,'name':'cocaine'},{'id':5967,'name':'peru'},{'id':10175,'name':'drug cartel'},{'id':10349,'name':'survival'},{'id':18026,'name':'drug lord'},{'id':191724,'name':'andes'},{'id':212757,'name':'ex special forces'},{'id':225947,'name':'amazon jungle'},{'id':239363,'name':'south american jungle'},{'id':239663,'name':'treasure heist'}]"
37992,"[{'id':769,'name':'falsely accused'},{'id':195402,'name':'film noir'}]"
31650,"[{'id':242,'name':'new york'},{'id':703,'name':'detective'},{'id':6038,'name':'marriage'},{'id':9826,'name':'murder'},{'id':156037,'name':'socialite'}]"
26333,"[{'id':9673,'name':'love'},{'id':10614,'name':'tragedy'},{'id':13014,'name':'orphan'},{'id':18161,'name':'baboon'}]"
10724,"[{'id':334,'name':'flying'},{'id':818,'name':'based on novel or book'},{'id':3203,'name':'pilot'},{'id':3278,'name':'kgb'},{'id':3773,'name':'kampfjet'},{'id':3864,'name':'false identity'},{'id':6093,'name':'assault'},{'id':9878,'name':'fighter jet'},{'id':9937,'name':'suspense'}]"
507313,"[{'id':6019,'name':'human trafficking'}]"
53426,"[{'id':779,'name':'martial arts'},{'id':801,'name':'bounty hunter'},{'id':818,'name':'based on novel or book'},{'id':3149,'name':'gangster'},{'id':7002,'name':'vigilante'},{'id':9826,'name':'murder'},{'id':10714,'name':'serial killer'},{'id':13006,'name':'torture'},{'id':13125,'name':'sadist'},{'id':188944,'name':'revolver'}]"
429197,"[{'id':833,'name':'white house'},{'id':1242,'name':'war on terror'},{'id':5565,'name':'biography'},{'id':15087,'name':'iraq war'},{'id':161304,'name':'september 11 2001'},{'id':193533,'name':'vice president'},{'id':206515,'name':'usa politics'}]"
59843,"[{'id':13008,'name':'train'},{'id':15363,'name':'bank robbery'},{'id':209197,'name':'unlikely hero'}]"
505914,"[{'id':310,'name':'artificial intelligence'},{'id':803,'name':'android'},{'id':2111,'name':'soviet union'},{'id':4040,'name':'space mission'},{'id':156866,'name':'based on short story'},{'id':168568,'name':'multinational'},{'id':188950,'name':'corporation'},{'id':197739,'name':'alpha centauri'},{'id':198136,'name':'cosmonaut'},{'id':244256,'name':'near future'},{'id':246011,'name':'ai'},{'id':252634,'name':'outer space'},{'id':252635,'name':'socialist dystopia'},{'id':252640,'name':'2140s'}]"
137662,"[{'id':520,'name':'chicago'},{'id':4379,'name':'time travel'},{'id':14760,'name':'scientist'},{'id':17995,'name':'epidemic'},{'id':176056,'name':'time traveler'},{'id':188959,'name':'plague'},{'id':207928,'name':'19th century'}]"
13522,"[{'id':186,'name':'christianity'},{'id':1192,'name':'sweden'},{'id':1975,'name':'arabian'},{'id':14656,'name':'order of the templars'},{'id':14765,'name':'church'}]"
13491,[]
19058,"[{'id':242,'name':'new york'},{'id':949,'name':'terrorist'},{'id':1328,'name':'secret'},{'id':3030,'name':'nightmare'},{'id':5340,'name':'investigation'},{'id':6086,'name':'government'},{'id':6149,'name':'police'},{'id':10092,'name':'mystery'},{'id':10260,'name':'mechanic'},{'id':11221,'name':'blood'},{'id':12193,'name':'reporter'},{'id':34079,'name':'death'},{'id':188960,'name':'elevator'},{'id':202703,'name':'deadly'},{'id':208840,'name':'malfunction'},{'id':208841,'name':'incident'},{'id':208842,'name':'decapitated'}]"
57829,"[{'id':437,'name':'painter'},{'id':10183,'name':'independent film'}]"
94887,[]
900,"[{'id':378,'name':'prison'},{'id':1651,'name':'donation'},{'id':2172,'name':'zoo'},{'id':2598,'name':'museum'},{'id':4477,'name':'paleontologist'},{'id':4478,'name':'leopard'},{'id':4479,'name':'bone'},{'id':155457,'name':'screwball comedy'}]"
16248,"[{'id':1480,'name':'baseball'},{'id':3899,'name':'chewing gum'},{'id':4548,'name':'autopilot'},{'id':5774,'name':'forest'},{'id':5992,'name':'south carolina'},{'id':6104,'name':'computer'},{'id':14544,'name':'robot'},{'id':157955,'name':'childhood'},{'id':200510,'name':'gate'},{'id':207592,'name':'piano'}]"
40578,"[{'id':182677,'name':'sea battle'}]"
15945,[]
29052,"[{'id':8079,'name':'cornwall england'},{'id':33737,'name':'snake bite'},{'id':34117,'name':'cult film'},{'id':155730,'name':'hammer horror'},{'id':155733,'name':'old house'},{'id':158276,'name':'metamorphosis'},{'id':194430,'name':'small village'}]"
18759,"[{'id':1453,'name':'amnesia'},{'id':9937,'name':'suspense'},{'id':10714,'name':'serial killer'},{'id':14742,'name':'psychic'},{'id':14780,'name':'investigator'},{'id':14819,'name':'violence'}]"
48155,"[{'id':886,'name':'movie business'},{'id':195402,'name':'film noir'}]"
63749,"[{'id':798,'name':'sheriff'},{'id':2988,'name':'shark attack'},{'id':3134,'name':'louisiana'},{'id':4551,'name':'swamp'},{'id':7984,'name':'bikini'},{'id':15097,'name':'shark'}]"
26682,"[{'id':830,'name':'car race'},{'id':8629,'name':'tv movie'},{'id':10183,'name':'independent film'},{'id':14857,'name':'juvenile delinquent'},{'id':208611,'name':'1950s'}]"
48015,"[{'id':392,'name':'england'},{'id':3875,'name':'barn'},{'id':9826,'name':'murder'},{'id':12564,'name':'werewolf'},{'id':13130,'name':'teenager'},{'id':14527,'name':'storm'},{'id':14755,'name':'power outage'},{'id':155619,'name':'attic'}]"
71,"[{'id':1682,'name':'workers' quarter'},{'id':2684,'name':'dancing class'},{'id':4112,'name':'strike'},{'id':5215,'name':'northern england'},{'id':6278,'name':'scholarship'},{'id':10551,'name':'ballet'},{'id':33479,'name':'single father'},{'id':33928,'name':'audition'},{'id':207010,'name':'dance teacher'},{'id':208289,'name':'1980s'},{'id':222478,'name':'miners strike'},{'id':240119,'name':'father son relationship'}]"
32450,"[{'id':2415,'name':'idiot'},{'id':9253,'name':'slapstick'},{'id':157768,'name':'vaudeville'}]"
113329,[]
178946,"[{'id':9716,'name':'stand-up comedy'}]"
486684,"[{'id':1956,'name':'world war ii'},{'id':2321,'name':'bunker'},{'id':2652,'name':'nazi'},{'id':9720,'name':'woods'},{'id':10327,'name':'undead'},{'id':13065,'name':'soldier'},{'id':162846,'name':'ghost'},{'id':216919,'name':'boys'}]"
45006,[]
577340,"[{'id':534,'name':'mexico'},{'id':591,'name':'cia'},{'id':822,'name':'airport'},{'id':1508,'name':'new mexico'},{'id':2985,'name':'designer'},{'id':3070,'name':'mercenary'},{'id':9016,'name':'femme fatale'},{'id':155336,'name':'smuggler'},{'id':159945,'name':'customs'},{'id':180981,'name':'package'},{'id':204045,'name':'awards show'},{'id':235317,'name':'badass'},{'id':249983,'name':'video game development'},{'id':252693,'name':'criminals'},{'id':252694,'name':'hitmen'},{'id':252695,'name':'feds'}]"
